"","YEARS","Ag_ca","Am_hy","Am_ra","An_de","An_lu","An_me","An_mi","Ar_at","Ar_ri","Ar_si","Ar_sp","Ba_sp","Be_gl","Bo_sa","Br_br","Ca_sp","Ch_mo","Ci_mu","Cl_ha","Co_mi","Cy_lu","Di_ba","En_ci","Eu_sp","Ga_aa","Ga_ar","Ga_at","Ga_mo","Ga_vu","Gl_cy","Gy_re","Hi_hi","Hi_pl","Le_de","Le_ma","Li_ba","Li_fa","Li_gi","Li_li","Li_spp","Lu_la","Ly_es","Ly_eu","Ly_fl","Ly_fr","Ly_gr","Ly_ko","Ly_pa","Ly_re","Ly_ro","Ly_se","Ly_spp","Ly_sq","Ma_be","Ma_mu","Ma_vi","Me_ae","Me_me","Mi_ki","Mi_po","Mo_di","Mo_mo","My_sc","Pa_bo","Pl_pl","Po_vi","Ra_cl","Ra_fy","Ra_ra","Ra_spp","Re_hi","Se_ma","Se_me","Se_spp","Se_vi","So_mi","St_spp","Tr_es","Tr_mu","Tr_pi","Tr_spp","Ul_ol"
"1142",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,0,0,0,0,0,0,65,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,0,0,13,0,0,0,514,0,0,0,0,0,0,0,1,2,5,0,0,0,44,0,0,0,0
"1143",2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,0,0,92,0,0,0,1766,0,0,0,0,0,0,0,0,8,4,0,0,0,14,0,0,0,0
"1144",2001,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,9,0,0,30,0,0,0,3825,0,0,0,0,0,0,0,0,44,6,0,0,0,5,0,0,0,0
"1145",2001,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,28,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,43,223,0,0,4,0,0,0,1630,0,0,0,0,0,0,0,1,6,0,0,0,0,24,0,0,0,0
"1146",2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,0,0,2,0,0,0,1992,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0
"1147",2001,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0,11,0,0,0,363,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0
"1148",2001,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,1,0,0,0,1162,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0
"1149",2001,0,0,0,1,0,0,0,0,14,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,0,0,2259,0,0,0,0,0,0,2,0,128,0,0,0,0,0,0,0,0,0
"1150",2001,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,1,0,0,0,3342,0,0,0,0,0,0,10,0,131,0,0,0,0,0,0,0,0,0
"1151",2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,5934,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0
"1152",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2603,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0
"1153",2001,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,111,0,0,0,0,0,0,3023,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"1154",2001,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,192,0,0,0,0,0,0,5876,0,0,0,0,0,0,9,0,64,0,0,0,0,0,0,0,0,0
"1155",2001,0,0,2,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,26,0,0,0,0,0,0,15589,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0
"1156",2001,0,0,2,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,839,8,0,0,0,0,0,0,6294,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"1159",2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7011,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1161",2001,0,0,0,0,0,0,0,3,0,0,0,0,0,247,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,83,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,6,0,0,0,0,0,0,8727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"1162",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,4,0,0,0,0,0,0,14834,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1163",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1881,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"1164",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,440,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1165",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,21226,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"1166",2001,0,0,0,0,0,0,0,4,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,384,0,15,0,4,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17954,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"1167",2001,0,0,0,3,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,1,0,0,0,0,0,0,90,0,0,0,0,693,4,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1168",2001,0,0,0,1,0,0,1,2,0,0,0,0,0,291,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11869,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
"1169",2001,0,0,0,0,0,0,0,1,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,2,0,0,0,0,0,0,6405,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0
"1170",2001,0,0,2,2,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,10011,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0,0
"1171",2001,0,0,1,2,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,9029,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0
"1172",2001,0,0,1,3,0,0,0,3,0,0,0,0,0,31,0,0,0,0,1,0,1,0,0,0,0,0,0,14,0,0,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,7727,0,0,0,0,0,0,13,0,0,7,0,0,0,0,1,0,0,0
"1173",2001,0,0,0,2,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,11119,0,0,0,0,0,0,26,0,14,0,0,0,0,0,0,0,0,0
"1174",2001,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,6699,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0
"1175",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786,0,0,0,0,0,0,11,0,7,1,0,0,0,0,0,0,0,0
"1176",2001,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,210,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,4499,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"1177",2001,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,0,0,0,0,0,0,2525,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0
"1178",2001,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,0,0,0,73,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,6485,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0
"1179",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,110,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0,7605,0,0,0,0,0,0,9,0,60,0,0,0,0,0,0,0,0,0
"1180",2001,0,0,0,0,0,0,0,1,4,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,14,0,0,0,0,0,0,3123,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0
"1182",2001,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,0,0,0,0,0,3602,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0
"1183",2001,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,0,0,3,0,0,0,0
"1184",2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,9497,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0
"1185",2001,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,10432,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0
"1186",2001,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,250,1,1,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,11719,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0
"1187",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,10319,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0
"1188",2001,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,41,0,0,0,0,0,0,13000,0,0,0,0,0,0,5,0,78,0,0,0,0,2,0,0,0,0
"1189",2001,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,16,0,0,0,0,0,0,7050,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0
"1190",2001,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,11203,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0
"1192",2001,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,2145,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,0,0,0
"1193",2001,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,32,0,0,0,0,0,0,3322,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
"1194",2001,0,0,2,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,64,0,0,2,0,0,0,3299,0,0,0,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0
"1196",2001,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,40,0,0,1,0,0,0,2048,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0
"1197",2001,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191,49,0,0,0,0,0,0,2606,0,0,0,0,0,0,4,0,67,1,0,0,0,4,0,0,0,0
"1198",2001,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,195,19,0,0,0,0,0,0,1157,0,0,0,0,0,0,2,0,11,0,0,0,0,3,0,0,0,0
"1199",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,5,0,0,0,0,210,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,11,0,0,0,0,0,0,2168,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1200",2001,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1201",2001,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4,0,0,0,0,0,0,503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
"1202",2001,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,59,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1203",2001,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,8292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1204",2001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,3,0,0,0,0,0,0,4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205",2001,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,11,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,7,0,0,1,0,0,0,2201,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"1206",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,9,0,0,0,0,0,0,1338,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"1207",2001,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,11,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,53,11,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"1208",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,6,0,0,0,0,0,0,1904,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"1209",2001,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,15,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,92,5,0,0,0,0,0,0,1193,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"1210",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,4,0,0,0,0,0,0,1315,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"1211",2001,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,1,0,0,0,1253,0,0,0,0,0,0,0,1,3,3,0,0,0,3,0,0,0,0
"1212",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,1576,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0
"1213",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,2138,0,0,0,0,0,0,3,0,39,2,0,0,0,1,0,0,0,0
"1214",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,3262,0,0,0,0,0,0,1,0,86,1,0,0,0,1,0,0,0,0
"1215",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,5870,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0
"1216",2002,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,914,0,0,0,11,0,16,0,0,0,0,0,2,12,0,0,0,0,3,0,0,0,0
"1217",2002,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79,0,0,56,0,0,0,1269,0,0,0,0,0,0,0,1,44,0,0,0,0,15,0,0,0,0
"1218",2002,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,250,0,0,9,0,0,0,866,0,11,0,0,0,0,0,8,2,0,0,0,0,57,0,0,0,0
"1219",2002,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,0,0,1249,0,4,0,0,0,0,0,1,21,0,0,0,0,71,0,0,0,0
"1220",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,2645,0,0,0,0,0,0,0,1,3,0,0,0,0,11,0,0,0,0
"1221",2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,2760,0,5,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0
"1222",2002,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,25,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,4,0,0,0,1404,0,0,0,0,0,0,0,0,86,0,0,0,0,22,0,0,0,0
"1223",2002,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,21,7,0,0,0,32,0,0,0,0
"1224",2002,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,281,0,0,1,0,0,0,1961,0,0,0,0,0,0,0,1,41,0,0,0,0,37,0,0,0,0
"1225",2002,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,48,8,0,0,0,0,0,0,1893,0,1,0,0,0,0,1,1,4,0,0,0,0,17,0,0,0,0
